id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,class_name,confidence,created_at
event_11_145_5800,analysis_001,zone_zona_restriccion,polygon_restriccion,11,enter,145,5800,1168,352,person,0.6984546,2025-08-21T20:42:09.054548
event_5_164_6560,analysis_001,zone_zona_restriccion,polygon_restriccion,5,exit,164,6560,1095,369,person,0.7022151,2025-08-21T20:42:11.527629
event_28_168_6720,analysis_001,zone_entrada_principal,polygon_principal,28,exit,168,6720,553,613,person,0.74841446,2025-08-21T20:42:11.938596
event_75_206_8240,analysis_001,zone_entrada_principal,polygon_principal,75,enter,206,8240,235,132,person,0.47169486,2025-08-21T20:42:17.607536
event_90_208_8320,analysis_001,zone_entrada_principal,polygon_principal,90,enter,208,8320,234,137,person,0.42407623,2025-08-21T20:42:17.920064
event_54_211_8440,analysis_001,zone_zona_restriccion,polygon_restriccion,54,exit,211,8440,1047,379,person,0.5644733,2025-08-21T20:42:18.218312
event_91_214_8560,analysis_001,zone_entrada_principal,polygon_principal,91,enter,214,8560,464,534,person,0.31031805,2025-08-21T20:42:18.470045
event_39_222_8880,analysis_001,zone_zona_restriccion,polygon_restriccion,39,enter,222,8880,1023,717,person,0.66737014,2025-08-21T20:42:19.212606
event_66_229_9160,analysis_001,zone_zona_restriccion,polygon_restriccion,66,exit,229,9160,1266,325,person,0.71262896,2025-08-21T20:42:19.846633
event_39_231_9240,analysis_001,zone_zona_restriccion,polygon_restriccion,39,exit,231,9240,1034,751,person,0.72484165,2025-08-21T20:42:20.025745
event_11_255_10200,analysis_001,zone_zona_restriccion,polygon_restriccion,11,exit,255,10200,1251,732,person,0.81366235,2025-08-21T20:42:21.931328
event_119_321_12840,analysis_001,zone_entrada_principal,polygon_principal,119,enter,321,12840,443,548,person,0.10654169,2025-08-21T20:42:27.924811
event_120_321_12840,analysis_001,zone_zona_restriccion,polygon_restriccion,120,enter,321,12840,1076,723,person,0.4647781,2025-08-21T20:42:27.925286
event_96_322_12880,analysis_001,zone_zona_restriccion,polygon_restriccion,96,enter,322,12880,1082,740,person,0.6152639,2025-08-21T20:42:28.009337
event_123_325_13000,analysis_001,zone_entrada_principal,polygon_principal,123,enter,325,13000,420,554,person,0.38379166,2025-08-21T20:42:28.247137
event_107_327_13080,analysis_001,zone_entrada_principal,polygon_principal,107,enter,327,13080,32,415,person,0.529715,2025-08-21T20:42:28.401373
event_107_339_13560,analysis_001,zone_entrada_principal,polygon_principal,107,exit,339,13560,37,441,person,0.55427736,2025-08-21T20:42:29.398046
event_127_340_13600,analysis_001,zone_entrada_principal,polygon_principal,127,enter,340,13600,465,534,person,0.31638318,2025-08-21T20:42:29.478189
