id,analysis_id,zone_id,zone_name,track_id,event_type,frame_number,timestamp_ms,position_x,position_y,created_at
event_11_146_5840,analysis_001,zone_polygon_2,polygon_2,11,enter,146,5840,1169,355,2025-08-20T21:27:21.210348
event_5_163_6520,analysis_001,zone_polygon_2,polygon_2,5,exit,163,6520,1096,374,2025-08-20T21:27:22.717195
event_28_181_7240,analysis_001,zone_polygon_1,polygon_1,28,exit,181,7240,548,654,2025-08-20T21:27:24.348092
event_54_198_7920,analysis_001,zone_polygon_2,polygon_2,54,exit,198,7920,1054,415,2025-08-20T21:27:25.864993
event_39_211_8440,analysis_001,zone_polygon_2,polygon_2,39,enter,211,8440,1014,666,2025-08-20T21:27:27.010152
event_91_214_8560,analysis_001,zone_polygon_1,polygon_1,91,enter,214,8560,464,534,2025-08-20T21:27:27.268318
event_66_229_9160,analysis_001,zone_polygon_2,polygon_2,66,exit,229,9160,1266,325,2025-08-20T21:27:28.664830
event_19_244_9760,analysis_001,zone_polygon_2,polygon_2,19,enter,244,9760,990,994,2025-08-20T21:27:29.989817
event_96_251_10040,analysis_001,zone_polygon_2,polygon_2,96,enter,251,10040,1428,1033,2025-08-20T21:27:30.639590
event_99_274_10960,analysis_001,zone_polygon_2,polygon_2,99,enter,274,10960,1543,993,2025-08-20T21:27:32.913151
event_110_294_11760,analysis_001,zone_polygon_2,polygon_2,110,enter,294,11760,1489,1049,2025-08-20T21:27:34.683124
event_113_297_11880,analysis_001,zone_polygon_2,polygon_2,113,enter,297,11880,1190,861,2025-08-20T21:27:34.939112
event_119_321_12840,analysis_001,zone_polygon_1,polygon_1,119,enter,321,12840,443,548,2025-08-20T21:27:37.263864
event_120_321_12840,analysis_001,zone_polygon_2,polygon_2,120,enter,321,12840,1076,723,2025-08-20T21:27:37.264303
event_121_321_12840,analysis_001,zone_polygon_2,polygon_2,121,enter,321,12840,1097,749,2025-08-20T21:27:37.264386
event_122_325_13000,analysis_001,zone_polygon_2,polygon_2,122,enter,325,13000,1464,1042,2025-08-20T21:27:38.084172
event_123_325_13000,analysis_001,zone_polygon_1,polygon_1,123,enter,325,13000,420,554,2025-08-20T21:27:38.084287
event_124_326_13040,analysis_001,zone_polygon_2,polygon_2,124,enter,326,13040,1190,1053,2025-08-20T21:27:38.282515
event_127_340_13600,analysis_001,zone_polygon_1,polygon_1,127,enter,340,13600,465,534,2025-08-20T21:27:40.337523
event_128_341_13640,analysis_001,zone_polygon_2,polygon_2,128,enter,341,13640,1605,626,2025-08-20T21:27:40.442681
